Frequency (Hz)	flute (0.00s - 3.54s) PSD (dB/Hz)
20152.39	-14.44
20155.08	-15.25
20157.77	-16.73
20160.46	-15.30
20163.15	-13.60
20165.84	-14.33
20168.54	-18.21
20171.23	-18.42
20173.92	-15.87
20176.61	-14.98
20179.30	-13.62
20181.99	-14.70
20184.69	-15.04
20187.38	-16.30
20190.07	-16.10
20192.76	-14.84
20195.45	-14.15
20198.14	-16.52
20200.84	-16.68
20203.53	-15.03
20206.22	-14.61
20208.91	-15.55
20211.60	-15.59
20214.29	-15.89
20216.99	-17.99
20219.68	-17.63
20222.37	-18.29
20225.06	-16.03
20227.75	-15.84
20230.44	-17.49
20233.14	-16.26
20235.83	-14.98
20238.52	-14.95
20241.21	-14.94
20243.90	-16.05
20246.59	-15.02
20249.29	-15.84
20251.98	-15.58
20254.67	-15.43
20257.36	-15.86
20260.05	-16.93
20262.74	-16.52
20265.44	-15.21
20268.13	-14.69
20270.82	-16.38
20273.51	-16.86
20276.20	-15.88
20278.89	-15.29
20281.59	-16.09
20284.28	-15.63
20286.97	-15.80
20289.66	-14.81
20292.35	-14.59
20295.04	-15.59
20297.74	-16.56
20300.43	-16.79
20303.12	-15.08
20305.81	-13.43
20308.50	-14.63
20311.19	-16.90
20313.89	-14.91
20316.58	-14.87
20319.27	-15.95
20321.96	-15.13
20324.65	-15.63
20327.34	-14.83
20330.04	-15.14
20332.73	-15.11
20335.42	-15.59
20338.11	-13.93
20340.80	-13.97
20343.49	-14.93
20346.19	-14.55
20348.88	-14.67
20351.57	-15.36
20354.26	-16.94
20356.95	-16.45
20359.64	-15.45
20362.34	-13.94
20365.03	-14.87
20367.72	-15.47
20370.41	-15.83
20373.10	-14.67
20375.79	-15.01
20378.49	-14.43
20381.18	-12.96
20383.87	-14.07
20386.56	-16.78
20389.25	-15.63
20391.94	-16.45
20394.64	-15.84
20397.33	-14.89
20400.02	-13.23
20402.71	-13.63
20405.40	-15.00
20408.09	-14.70
20410.78	-14.23
20413.48	-16.77
20416.17	-17.03
20418.86	-16.26
20421.55	-15.76
20424.24	-15.21
20426.93	-14.48
20429.63	-15.62
20432.32	-18.16
20435.01	-16.54
20437.70	-15.04
20440.39	-15.42
20443.08	-15.88
20445.78	-14.81
20448.47	-15.21
20451.16	-16.22
20453.85	-16.46
20456.54	-14.45
20459.23	-14.11
20461.93	-14.59
20464.62	-14.08
20467.31	-15.82
20470.00	-17.80
20472.69	-16.64
20475.38	-15.35
20478.08	-15.58
20480.77	-15.44
20483.46	-14.02
20486.15	-13.93
20488.84	-14.43
20491.53	-14.99
20494.23	-16.21
20496.92	-16.98
20499.61	-16.62
20502.30	-16.33
20504.99	-15.76
20507.68	-14.79
20510.38	-15.89
20513.07	-16.00
20515.76	-15.48
20518.45	-15.15
20521.14	-15.35
20523.83	-16.24
20526.53	-14.01
20529.22	-14.96
20531.91	-17.13
20534.60	-18.64
20537.29	-16.76
20539.98	-16.42
20542.68	-16.64
20545.37	-16.52
20548.06	-16.06
20550.75	-15.14
20553.44	-15.42
20556.13	-14.70
20558.83	-15.01
20561.52	-16.59
20564.21	-17.68
20566.90	-16.66
20569.59	-16.20
20572.28	-16.48
20574.98	-14.82
20577.67	-14.83
20580.36	-16.39
20583.05	-16.82
20585.74	-15.96
20588.43	-15.04
20591.13	-15.00
20593.82	-16.01
20596.51	-15.82
20599.20	-15.73
20601.89	-16.03
20604.58	-16.17
20607.28	-16.59
20609.97	-17.34
20612.66	-17.05
20615.35	-17.52
20618.04	-16.78
20620.73	-15.68
20623.43	-15.49
20626.12	-16.73
20628.81	-14.77
20631.50	-14.28
20634.19	-15.12
20636.88	-15.75
20639.58	-15.31
20642.27	-14.68
20644.96	-15.26
20647.65	-14.82
20650.34	-16.29
20653.03	-17.24
20655.73	-18.12
20658.42	-15.67
20661.11	-15.44
20663.80	-16.08
20666.49	-16.70
20669.18	-16.04
20671.88	-16.20
20674.57	-16.32
20677.26	-15.97
20679.95	-15.45
20682.64	-14.76
20685.33	-14.56
20688.02	-15.75
20690.72	-16.70
20693.41	-16.61
20696.10	-16.45
20698.79	-15.20
20701.48	-15.88
20704.17	-16.77
20706.87	-18.45
20709.56	-18.32
20712.25	-16.47
20714.94	-16.26
20717.63	-16.68
20720.32	-15.95
20723.02	-17.14
20725.71	-17.13
20728.40	-16.49
20731.09	-16.33
20733.78	-17.93
20736.47	-17.45
20739.17	-16.85
20741.86	-16.25
20744.55	-16.10
20747.24	-17.68
20749.93	-17.91
20752.62	-18.37
20755.32	-19.00
20758.01	-18.23
20760.70	-18.50
20763.39	-18.27
20766.08	-17.55
20768.77	-17.30
20771.47	-16.59
20774.16	-16.78
20776.85	-18.62
20779.54	-18.62
20782.23	-17.62
20784.92	-16.63
20787.62	-17.56
20790.31	-18.05
20793.00	-18.23
20795.69	-17.28
20798.38	-16.99
20801.07	-19.20
20803.77	-19.17
20806.46	-17.83
20809.15	-17.24
20811.84	-16.42
20814.53	-18.99
20817.22	-19.70
20819.92	-18.82
20822.61	-18.42
20825.30	-19.07
20827.99	-18.12
20830.68	-18.48
20833.37	-18.75
20836.07	-18.54
20838.76	-18.06
20841.45	-19.54
20844.14	-20.24
20846.83	-17.98
20849.52	-17.66
20852.22	-17.85
20854.91	-18.35
20857.60	-17.64
20860.29	-17.35
20862.98	-17.27
20865.67	-18.41
20868.37	-17.25
20871.06	-16.30
20873.75	-17.21
20876.44	-17.64
20879.13	-17.88
20881.82	-20.00
20884.52	-19.55
20887.21	-18.98
20889.90	-17.32
20892.59	-17.40
20895.28	-18.55
20897.97	-18.33
20900.67	-17.01
20903.36	-16.70
20906.05	-18.43
20908.74	-19.42
20911.43	-17.62
20914.12	-16.42
20916.82	-16.57
20919.51	-18.12
20922.20	-19.23
20924.89	-19.13
20927.58	-17.76
20930.27	-17.03
20932.97	-18.84
20935.66	-18.19
20938.35	-16.65
20941.04	-17.77
20943.73	-19.37
20946.42	-20.27
20949.11	-19.85
20951.81	-20.40
20954.50	-18.36
20957.19	-18.44
20959.88	-19.27
20962.57	-19.35
20965.26	-19.61
20967.96	-19.69
20970.65	-19.37
20973.34	-17.19
20976.03	-16.89
20978.72	-17.52
20981.41	-18.46
20984.11	-19.84
20986.80	-20.40
20989.49	-19.14
20992.18	-19.13
20994.87	-18.46
20997.56	-17.32
21000.26	-17.05
21002.95	-19.12
21005.64	-16.87
21008.33	-17.81
21011.02	-18.93
21013.71	-19.69
21016.41	-20.32
21019.10	-19.59
21021.79	-20.72
21024.48	-19.61
21027.17	-18.66
21029.86	-18.33
21032.56	-18.10
21035.25	-17.41
21037.94	-18.85
21040.63	-18.66
21043.32	-18.80
21046.01	-18.79
21048.71	-20.33
21051.40	-19.32
21054.09	-18.43
21056.78	-19.67
21059.47	-18.60
21062.16	-18.94
21064.86	-19.77
21067.55	-20.33
21070.24	-19.82
21072.93	-19.89
21075.62	-19.11
21078.31	-19.28
21081.01	-19.79
21083.70	-19.08
21086.39	-18.89
21089.08	-18.94
21091.77	-18.63
21094.46	-18.62
21097.16	-18.34
21099.85	-19.83
21102.54	-19.83
21105.23	-18.60
21107.92	-18.28
21110.61	-20.18
21113.31	-20.09
21116.00	-19.58
21118.69	-18.24
21121.38	-17.76
21124.07	-19.03
21126.76	-20.81
21129.46	-21.42
21132.15	-21.25
21134.84	-20.07
21137.53	-19.79
21140.22	-19.49
21142.91	-19.33
21145.61	-18.73
21148.30	-18.90
21150.99	-18.55
21153.68	-19.07
21156.37	-20.32
21159.06	-19.95
21161.76	-18.90
21164.45	-21.01
21167.14	-20.92
21169.83	-19.61
21172.52	-17.96
21175.21	-18.18
21177.91	-19.48
21180.60	-19.33
21183.29	-21.13
21185.98	-21.01
21188.67	-21.13
21191.36	-23.71
21194.06	-22.88
21196.75	-19.73
21199.44	-18.24
21202.13	-19.32
21204.82	-19.18
21207.51	-19.80
21210.21	-20.47
21212.90	-20.39
21215.59	-20.26
21218.28	-20.79
21220.97	-20.19
21223.66	-21.65
21226.35	-22.06
21229.05	-21.66
21231.74	-21.87
21234.43	-20.10
21237.12	-19.70
21239.81	-20.31
21242.50	-21.01
21245.20	-21.41
21247.89	-21.50
21250.58	-22.10
21253.27	-21.25
21255.96	-18.62
21258.65	-17.15
21261.35	-17.97
21264.04	-19.52
21266.73	-20.65
21269.42	-20.50
21272.11	-20.14
21274.80	-20.59
21277.50	-20.57
21280.19	-22.25
21282.88	-22.84
21285.57	-20.49
21288.26	-18.50
21290.95	-20.58
21293.65	-20.71
21296.34	-19.34
21299.03	-20.10
21301.72	-20.00
21304.41	-20.13
21307.10	-21.52
21309.80	-21.06
21312.49	-22.20
21315.18	-22.03
21317.87	-23.21
21320.56	-21.63
21323.25	-19.98
21325.95	-20.11
21328.64	-20.38
21331.33	-21.59
21334.02	-21.27
21336.71	-20.34
21339.40	-19.15
21342.10	-19.71
21344.79	-20.87
21347.48	-20.31
21350.17	-19.35
21352.86	-19.22
21355.55	-20.96
21358.25	-21.21
21360.94	-21.50
21363.63	-21.83
21366.32	-20.66
21369.01	-21.02
21371.70	-21.29
21374.40	-22.00
21377.09	-19.87
21379.78	-18.76
21382.47	-18.40
21385.16	-20.31
21387.85	-21.13
21390.55	-22.10
21393.24	-21.48
21395.93	-19.52
21398.62	-20.84
21401.31	-21.39
21404.00	-20.24
21406.70	-20.90
21409.39	-19.83
21412.08	-19.34
21414.77	-20.75
21417.46	-22.53
21420.15	-22.11
21422.85	-21.12
21425.54	-21.42
21428.23	-20.96
21430.92	-20.95
21433.61	-21.08
21436.30	-21.13
21439.00	-22.08
21441.69	-21.04
21444.38	-21.76
21447.07	-21.77
21449.76	-21.85
21452.45	-23.05
21455.15	-23.10
21457.84	-23.90
21460.53	-22.67
21463.22	-20.85
21465.91	-21.07
21468.60	-20.63
21471.30	-19.36
21473.99	-19.70
21476.68	-19.93
21479.37	-21.91
21482.06	-22.26
21484.75	-21.52
21487.45	-22.13
21490.14	-21.44
21492.83	-21.48
21495.52	-21.76
21498.21	-21.09
21500.90	-21.23
21503.59	-24.00
21506.29	-24.10
21508.98	-22.15
21511.67	-21.12
21514.36	-20.73
21517.05	-21.38
21519.74	-21.14
21522.44	-21.01
21525.13	-20.17
21527.82	-21.53
21530.51	-23.61
21533.20	-20.47
21535.89	-20.85
21538.59	-22.95
21541.28	-23.47
21543.97	-22.18
21546.66	-21.31
21549.35	-21.45
21552.04	-21.83
21554.74	-21.23
21557.43	-20.92
21560.12	-19.81
21562.81	-20.58
21565.50	-20.62
21568.19	-21.21
21570.89	-21.35
21573.58	-21.58
21576.27	-21.98
21578.96	-19.82
21581.65	-20.27
21584.34	-21.61
21587.04	-23.45
21589.73	-23.42
21592.42	-20.54
21595.11	-20.49
21597.80	-20.54
21600.49	-21.72
21603.19	-22.22
21605.88	-22.16
21608.57	-22.13
21611.26	-21.19
21613.95	-22.05
21616.64	-22.89
21619.34	-23.39
21622.03	-23.26
21624.72	-21.83
21627.41	-21.88
21630.10	-22.27
21632.79	-21.17
21635.49	-20.83
21638.18	-20.72
21640.87	-22.02
21643.56	-22.07
21646.25	-21.70
21648.94	-20.89
21651.64	-22.20
21654.33	-22.16
21657.02	-22.71
21659.71	-21.33
21662.40	-20.82
21665.09	-21.06
21667.79	-22.72
21670.48	-21.52
21673.17	-21.94
21675.86	-23.45
21678.55	-23.04
21681.24	-21.04
21683.94	-23.13
21686.63	-22.51
21689.32	-22.94
21692.01	-21.44
21694.70	-20.21
21697.39	-22.37
21700.09	-23.04
21702.78	-20.86
21705.47	-21.19
21708.16	-22.03
21710.85	-23.51
21713.54	-23.32
21716.24	-21.70
21718.93	-22.55
21721.62	-21.79
21724.31	-21.43
21727.00	-22.21
21729.69	-21.76
21732.39	-20.86
21735.08	-21.50
21737.77	-21.66
21740.46	-20.62
21743.15	-20.85
21745.84	-20.23
21748.54	-21.19
21751.23	-22.14
21753.92	-21.88
21756.61	-21.31
21759.30	-21.76
21761.99	-22.29
21764.69	-22.12
21767.38	-22.61
21770.07	-22.68
21772.76	-21.27
21775.45	-21.75
21778.14	-20.80
21780.83	-20.38
21783.53	-21.95
21786.22	-22.54
21788.91	-22.36
21791.60	-24.42
21794.29	-23.25
21796.98	-22.06
21799.68	-22.50
21802.37	-22.45
21805.06	-23.31
21807.75	-21.25
21810.44	-20.86
21813.13	-21.25
21815.83	-23.01
21818.52	-22.69
21821.21	-21.92
21823.90	-21.78
21826.59	-22.43
21829.28	-22.25
21831.98	-22.88
21834.67	-23.11
21837.36	-21.17
21840.05	-22.24
21842.74	-21.58
21845.43	-20.60
21848.13	-20.94
21850.82	-22.47
21853.51	-23.34
21856.20	-23.31
21858.89	-21.11
21861.58	-19.69
21864.28	-20.77
21866.97	-22.86
21869.66	-22.71
21872.35	-22.77
21875.04	-22.90
21877.73	-23.95
21880.43	-22.95
21883.12	-22.77
21885.81	-23.18
21888.50	-22.12
21891.19	-21.48
21893.88	-22.25
21896.58	-21.26
21899.27	-22.56
21901.96	-21.31
21904.65	-21.20
21907.34	-20.70
21910.03	-22.20
21912.73	-21.70
21915.42	-20.74
21918.11	-21.57
21920.80	-22.57
21923.49	-22.54
21926.18	-22.29
21928.88	-21.75
21931.57	-21.33
21934.26	-23.83
21936.95	-23.42
21939.64	-23.15
21942.33	-22.58
21945.03	-22.71
21947.72	-21.91
21950.41	-21.61
21953.10	-22.54
21955.79	-22.49
21958.48	-23.17
21961.18	-22.10
21963.87	-20.12
21966.56	-21.41
21969.25	-21.66
21971.94	-21.73
21974.63	-21.43
21977.33	-21.54
21980.02	-21.69
21982.71	-21.24
21985.40	-22.00
21988.09	-22.58
21990.78	-22.49
21993.48	-21.80
21996.17	-21.55
21998.86	-20.52
22001.55	-20.73
22004.24	-22.91
22006.93	-22.33
22009.63	-21.66
22012.32	-21.60
22015.01	-23.49
22017.70	-22.53
22020.39	-20.57
22023.08	-22.59
22025.78	-22.96
22028.47	-22.20
22031.16	-22.00
22033.85	-22.97
22036.54	-24.74
22039.23	-24.52
22041.93	-21.91
22044.62	-21.66
22047.31	-21.46
22050.00	-21.05
